epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1089.76,0.9573,0.7835,1.0036,0.83475,0.84663,0.91372,0.65087,0.9742,0.79847,1.03888,0.0015248,0.0015248,0.0015248
14,1172.97,0.97394,0.79078,1.00724,0.81739,0.88156,0.91757,0.65758,0.94161,0.82863,1.00468,0.0014852,0.0014852,0.0014852
15,1257.75,0.95423,0.76109,1.00686,0.80661,0.88079,0.90196,0.64211,0.99757,0.81748,1.07367,0.0014456,0.0014456,0.0014456
16,1338.01,0.99821,0.78322,1.0254,0.82289,0.84804,0.90451,0.64427,0.98756,0.78937,1.05095,0.001406,0.001406,0.001406
17,1424.18,0.96806,0.74909,1.01514,0.80496,0.86695,0.90513,0.65413,0.93494,0.81458,1.02302,0.0013664,0.0013664,0.0013664
18,1511.81,0.96596,0.74064,1.00446,0.84586,0.85838,0.91206,0.65375,0.94409,0.79496,1.0109,0.0013268,0.0013268,0.0013268
19,1593.44,0.93803,0.73089,0.99637,0.82123,0.85922,0.90961,0.64909,0.97084,0.77211,1.04788,0.0012872,0.0012872,0.0012872
20,1679.51,0.94417,0.7282,1.00426,0.82319,0.86875,0.92114,0.65518,0.94797,0.77565,1.02875,0.0012476,0.0012476,0.0012476
21,1765.39,0.92986,0.72303,0.99936,0.8197,0.86354,0.91133,0.65017,0.9857,0.81414,1.0701,0.001208,0.001208,0.001208
22,1854.68,0.9533,0.72509,1.0066,0.81406,0.8805,0.90816,0.65629,0.95456,0.77292,1.04263,0.0011684,0.0011684,0.0011684
23,1942.33,0.93573,0.72325,0.99653,0.79303,0.85698,0.90213,0.65065,0.94052,0.80184,1.048,0.0011288,0.0011288,0.0011288
24,2024.55,0.93454,0.70995,1.0031,0.83371,0.87385,0.92246,0.66165,0.96511,0.76991,1.03522,0.0010892,0.0010892,0.0010892
25,2104.45,0.90681,0.67514,0.99036,0.81203,0.86884,0.91013,0.65915,0.936,0.75109,1.02055,0.0010496,0.0010496,0.0010496
26,2184.39,0.91205,0.68155,0.98823,0.83019,0.84469,0.9028,0.63604,0.96136,0.80998,1.02187,0.00101,0.00101,0.00101
27,2269.17,0.89195,0.68724,0.98434,0.82172,0.8446,0.90278,0.65378,0.93342,0.79389,1.051,0.0009704,0.0009704,0.0009704
28,2353.94,0.87909,0.68556,0.9806,0.81381,0.86441,0.90316,0.66253,0.92822,0.75213,1.03943,0.0009308,0.0009308,0.0009308
29,2441.93,0.89568,0.66197,0.98692,0.8439,0.86982,0.92333,0.66985,0.94883,0.72658,1.04322,0.0008912,0.0008912,0.0008912
30,2525.37,0.90777,0.69702,0.99586,0.81561,0.85498,0.90564,0.66064,0.93158,0.76049,1.05326,0.0008516,0.0008516,0.0008516
31,2608.59,0.87893,0.6692,0.97841,0.80315,0.88268,0.90604,0.66164,0.92352,0.75052,1.04346,0.000812,0.000812,0.000812
32,2692.43,0.89225,0.6538,0.99475,0.8468,0.86034,0.9084,0.65108,0.92121,0.75585,1.03477,0.0007724,0.0007724,0.0007724
33,2776.58,0.88836,0.66242,0.98772,0.83432,0.85522,0.91145,0.66308,0.92617,0.74219,1.04149,0.0007328,0.0007328,0.0007328
34,2859.33,0.88341,0.65941,0.98859,0.8271,0.88268,0.90739,0.66695,0.90345,0.73901,1.02047,0.0006932,0.0006932,0.0006932
35,2942.92,0.90416,0.65144,1.00548,0.86086,0.85698,0.91415,0.66264,0.93028,0.74012,1.02601,0.0006536,0.0006536,0.0006536
36,3026.66,0.85077,0.63979,0.97061,0.81732,0.86479,0.90922,0.67036,0.91309,0.72456,1.04873,0.000614,0.000614,0.000614
37,3111.49,0.86448,0.62802,0.97803,0.82874,0.87263,0.91249,0.662,0.92864,0.72432,1.04046,0.0005744,0.0005744,0.0005744
38,3196.19,0.87395,0.62566,0.98388,0.84488,0.88045,0.9264,0.67607,0.92369,0.70516,1.03295,0.0005348,0.0005348,0.0005348
39,3283.12,0.85602,0.62355,0.98139,0.83556,0.88566,0.92438,0.67179,0.93045,0.7007,1.04121,0.0004952,0.0004952,0.0004952
40,3373.83,0.85029,0.6169,0.97926,0.83478,0.87502,0.91874,0.68115,0.93201,0.7057,1.06303,0.0004556,0.0004556,0.0004556
41,3465.14,0.87577,0.71082,0.99253,0.83658,0.86939,0.92014,0.65476,0.95391,0.76562,1.03869,0.000416,0.000416,0.000416
42,3555.26,0.832,0.65795,0.96478,0.8267,0.8688,0.91807,0.66263,0.93699,0.71928,1.04202,0.0003764,0.0003764,0.0003764
43,3645.89,0.83873,0.61816,0.97035,0.84232,0.86704,0.91561,0.67028,0.91103,0.71213,1.03961,0.0003368,0.0003368,0.0003368
44,3729.13,0.82694,0.60699,0.96818,0.837,0.88268,0.92046,0.66599,0.91917,0.7155,1.04292,0.0002972,0.0002972,0.0002972
45,3816.48,0.82423,0.59607,0.96285,0.84108,0.88268,0.92489,0.67018,0.9272,0.70969,1.03578,0.0002576,0.0002576,0.0002576
46,3898.6,0.81955,0.58704,0.96501,0.83731,0.8798,0.92374,0.66971,0.92537,0.70014,1.03986,0.000218,0.000218,0.000218
47,3983.52,0.80588,0.57386,0.95965,0.84252,0.86927,0.92373,0.67437,0.91289,0.69748,1.03646,0.0001784,0.0001784,0.0001784
48,4066.13,0.80332,0.57084,0.95921,0.8445,0.88268,0.92483,0.67334,0.92348,0.69901,1.04245,0.0001388,0.0001388,0.0001388
49,4148.26,0.78851,0.55645,0.94982,0.84909,0.87387,0.92408,0.67277,0.92218,0.70281,1.04034,9.92e-05,9.92e-05,9.92e-05
50,4230.67,0.78622,0.54829,0.95406,0.8385,0.87018,0.91969,0.67268,0.91174,0.70552,1.03867,5.96e-05,5.96e-05,5.96e-05
